일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-29 00:00:00,14,30,22,21,12,12,15,12,22,16,45,20,17,21,24,25,22,27,26,20,43,28,13,16,8,20,17,25,19,27,17,18,19,2
2022-06-29 01:00:00,19,24,20,19,8,19,17,8,16,15,44,15,12,14,24,20,23,23,24,27,43,22,16,14,8,24,16,26,20,27,18,20,18,8
2022-06-29 02:00:00,19,30,19,17,6,20,14,18,17,22,48,19,18,19,25,22,25,27,24,22,42,23,20,12,5,22,16,14,15,17,20,17,26,6
2022-06-29 03:00:00,18,22,17,15,7,16,12,6,23,18,46,17,8,19,12,19,12,17,25,29,36,25,20,12,9,21,18,27,18,28,23,16,7,7
2022-06-29 04:00:00,23,29,17,11,6,7,17,7,25,16,36,13,12,18,21,13,21,24,22,17,33,25,6,16,7,22,15,22,21,26,12,14,18,4
2022-06-29 05:00:00,14,27,24,8,7,10,15,15,20,20,39,14,19,17,20,20,20,16,20,18,36,26,13,18,8,16,16,25,11,23,17,7,19,4
2022-06-29 06:00:00,13,23,23,24,6,13,14,10,17,18,29,16,11,17,21,21,18,24,17,18,24,28,14,15,9,8,14,25,13,16,5,9,15,6
2022-06-29 07:00:00,12,24,11,12,8,7,10,7,17,18,35,7,15,9,24,21,22,29,25,25,42,15,11,12,9,21,10,25,9,20,16,17,24,5
2022-06-29 08:00:00,18,25,19,15,11,8,13,16,24,18,39,16,16,19,18,17,26,21,25,24,34,23,11,6,8,21,15,22,7,25,20,17,22,6
2022-06-29 09:00:00,22,31,21,20,9,10,11,9,23,19,47,18,13,25,22,17,27,29,22,21,39,23,18,7,9,20,15,26,12,24,16,15,21,3
2022-06-29 10:00:00,15,28,24,20,7,22,20,12,26,20,43,19,16,38,24,21,32,38,21,24,42,34,19,15,17,27,25,25,16,27,19,20,30,5
2022-06-29 11:00:00,14,24,20,13,9,11,10,7,25,18,39,17,17,18,18,13,29,30,24,25,27,24,16,16,11,24,20,25,10,27,17,21,27,8
2022-06-29 12:00:00,24,26,19,16,8,15,11,11,24,17,42,11,19,35,23,19,26,35,28,25,42,27,16,16,22,24,19,22,13,22,21,16,20,6
2022-06-29 13:00:00,18,25,23,16,6,14,18,11,24,20,40,18,16,17,29,16,27,35,26,21,35,21,17,11,15,22,19,20,15,25,21,-,24,5
2022-06-29 14:00:00,15,23,20,19,7,17,14,11,24,22,39,10,15,23,24,16,32,35,22,25,45,22,12,20,18,23,19,26,15,25,27,-,24,3
2022-06-29 15:00:00,23,22,16,15,6,12,9,10,20,22,31,14,11,24,21,22,21,45,21,27,25,22,11,13,17,24,16,29,13,22,21,17,26,6
2022-06-29 16:00:00,17,18,17,12,4,11,14,10,22,19,34,9,10,16,21,16,30,38,27,25,36,25,17,13,25,22,17,24,10,19,19,20,15,6
2022-06-29 17:00:00,20,26,20,15,6,19,14,6,22,17,35,18,16,25,21,21,23,30,27,24,34,25,20,18,18,24,14,25,16,23,21,16,19,-
2022-06-29 18:00:00,23,27,21,20,9,15,12,9,23,17,35,12,17,25,23,15,23,19,20,20,37,25,13,16,14,18,16,23,15,25,14,16,17,-
2022-06-29 19:00:00,12,23,21,16,8,11,12,7,23,19,25,8,13,9,18,17,20,19,14,17,26,19,9,14,13,20,9,22,8,15,15,16,18,3
2022-06-29 20:00:00,15,26,19,12,4,11,10,6,22,20,42,18,16,26,22,17,21,21,23,14,40,26,18,15,13,23,17,27,12,27,17,12,24,7
2022-06-29 21:00:00,15,27,15,15,10,18,19,16,22,17,45,11,13,22,24,19,22,24,17,18,38,25,17,15,7,27,17,27,16,20,20,11,20,5
2022-06-29 22:00:00,15,28,17,15,11,11,7,9,19,16,36,14,11,20,23,14,16,17,15,19,31,25,14,15,5,17,17,26,16,23,17,12,13,2
2022-06-29 23:00:00,13,24,14,11,8,8,14,13,18,17,34,18,7,19,16,17,14,21,20,21,29,24,12,12,5,23,13,25,10,31,23,6,17,15
